"POINTID","NUTS_0_2018","NUTS_1_2018","NUTS_2_2018","NUTS_3_2018","geometry"
31242022,"ES","ES3","ES30","ES300",c(-4.098002777, 40.28863148)
31242076,"ES","ES4","ES41","ES416",c(-4.206414009, 40.76765367)
31242102,"ES","ES4","ES41","ES416",c(-4.259422491, 40.99814254)
31242162,"ES","ES4","ES41","ES418",c(-4.383809803, 41.52966658)
31242216,"ES","ES4","ES41","ES414",c(-4.498277139, 42.00759543)
31242288,"ES","ES4","ES41","ES414",c(-4.654736377, 42.64418603)
31243506,"IE","IE0","IE04","IE042",c(-8.173130501, 53.30175825)
31261692,"ES","ES6","ES61","ES614",c(-3.459426568, 37.35502593)
31261732,"ES","ES6","ES61","ES616",c(-3.530048735, 37.71189903)
31261756,"ES","ES6","ES61","ES616",c(-3.572926088, 37.92590463)
31261792,"ES","ES6","ES61","ES616",c(-3.637962515, 38.24674778)
31261846,"ES","ES4","ES42","ES422",c(-3.737168522, 38.72764329)
31261876,"ES","ES4","ES42","ES422",c(-3.793156285, 38.9946174)
31261890,"ES","ES4","ES42","ES422",c(-3.819500869, 39.11915912)
31262106,"ES","ES4","ES41","ES416",c(-4.244245711, 41.03698698)
31262164,"ES","ES4","ES41","ES418",c(-4.364442241, 41.55080127)
31262268,"ES","ES4","ES41","ES414",c(-4.586922247, 42.4709163)
31262344,"ES","ES1","ES13","ES130",c(-4.755395768, 43.14233644)
31281644,"ES","ES6","ES61","ES614",c(-3.354003829, 36.92960204)
31281680,"ES","ES6","ES61","ES614",c(-3.416307495, 37.25108409)
31281708,"ES","ES6","ES61","ES614",c(-3.465339311, 37.50098655)
31281744,"ES","ES6","ES61","ES616",c(-3.529129377, 37.82211198)
31281834,"ES","ES4","ES42","ES422",c(-3.692385166, 38.62405931)
31281842,"ES","ES4","ES42","ES422",c(-3.707163942, 38.69528413)
31282014,"ES","ES4","ES42","ES425",c(-4.035941833, 40.224309)
31282184,"ES","ES4","ES41","ES418",c(-4.382892763, 41.73129858)
31282198,"ES","ES4","ES41","ES414",c(-4.412501057, 41.85521822)
31282212,"ES","ES4","ES41","ES414",c(-4.442272522, 41.97910989)
31282230,"ES","ES4","ES41","ES414",c(-4.480791848, 42.13835814)
31282256,"ES","ES4","ES41","ES414",c(-4.53691596, 42.36830206)
31282278,"ES","ES4","ES41","ES414",c(-4.584858685, 42.5627951)
31283382,"IE","IE0","IE05","IE052",c(-7.662769516, 52.2353977)
31301718,"ES","ES6","ES61","ES614",c(-3.460733397, 37.59338939)
31301736,"ES","ES6","ES61","ES616",c(-3.49259031, 37.75395799)
31301740,"ES","ES6","ES61","ES616",c(-3.499698483, 37.78963315)
31301844,"ES","ES4","ES42","ES422",c(-3.688270844, 38.71633215)
31301866,"ES","ES4","ES42","ES422",c(-3.729109045, 38.91215528)
31301872,"ES","ES4","ES42","ES422",c(-3.740305444, 38.965549)
31301938,"ES","ES4","ES42","ES425",c(-3.865152621, 39.55252581)
31301956,"ES","ES4","ES42","ES425",c(-3.89974671, 39.71249829)
31302034,"ES","ES3","ES30","ES300",c(-4.052427613, 40.40516208)
31302114,"ES","ES4","ES41","ES416",c(-4.213847899, 41.11466585)
31302190,"ES","ES4","ES41","ES414",c(-4.371909316, 41.78784042)
31302196,"ES","ES4","ES41","ES414",c(-4.384588998, 41.84095059)
31302214,"ES","ES4","ES41","ES414",c(-4.422807804, 42.00025033)
31302240,"ES","ES4","ES41","ES414",c(-4.478493022, 42.23026862)
31302244,"ES","ES4","ES41","ES414",c(-4.48711079, 42.26564753)
31302250,"ES","ES4","ES41","ES414",c(-4.500063011, 42.31871165)
31302340,"ES","ES1","ES13","ES130",c(-4.69809535, 43.11406306)
31321630,"ES","ES6","ES61","ES614",c(-3.285990522, 36.81080095)
31321706,"ES","ES6","ES61","ES614",c(-3.417403738, 37.48948635)
31321720,"ES","ES6","ES61","ES616",c(-3.442014996, 37.61440989)
31321756,"ES","ES6","ES61","ES616",c(-3.505889378, 37.93550377)
31321796,"ES","ES6","ES61","ES616",c(-3.577869087, 38.29204289)
31321864,"ES","ES4","ES42","ES422",c(-3.702728175, 38.89760431)
31321886,"ES","ES4","ES42","ES422",c(-3.743810591, 39.09337276)
31321900,"ES","ES4","ES42","ES422",c(-3.770131811, 39.21791512)
31321922,"ES","ES4","ES42","ES425",c(-3.811775948, 39.4135657)
31321930,"ES","ES4","ES42","ES425",c(-3.827005424, 39.48469359)
31321954,"ES","ES4","ES42","ES425",c(-3.872972057, 39.69802051)
31322030,"ES","ES3","ES30","ES300",c(-4.021337018, 40.37299759)
31322102,"ES","ES4","ES41","ES416",c(-4.165942071, 41.01167388)
31322144,"ES","ES4","ES41","ES416",c(-4.252174734, 41.38388973)
31322156,"ES","ES4","ES41","ES418",c(-4.277072665, 41.49019064)
31322182,"ES","ES4","ES41","ES418",c(-4.331420245, 41.72043869)
31322216,"ES","ES4","ES41","ES414",c(-4.403330951, 42.02138694)
31322218,"ES","ES4","ES41","ES414",c(-4.407590995, 42.03908466)
31322300,"ES","ES4","ES41","ES414",c(-4.585184224, 42.7642038)
31322314,"ES","ES4","ES41","ES414",c(-4.616087165, 42.88790985)
31322332,"ES","ES1","ES13","ES130",c(-4.656074184, 43.04692001)
31323424,"IE","IE0","IE05","IE051",c(-7.755296852, 52.60860499)
31341700,"ES","ES6","ES61","ES614",c(-3.384700473, 37.43910078)
31341710,"ES","ES6","ES61","ES614",c(-3.402200687, 37.52834896)
31341718,"ES","ES6","ES61","ES616",c(-3.416247445, 37.59973643)
31341722,"ES","ES6","ES61","ES616",c(-3.423286407, 37.63542648)
31341764,"ES","ES6","ES61","ES616",c(-3.497828269, 38.0100242)
31341830,"ES","ES4","ES42","ES422",c(-3.61734299, 38.5981363)
31341872,"ES","ES4","ES42","ES422",c(-3.69494841, 38.97204808)
31341952,"ES","ES4","ES42","ES425",c(-3.846210262, 39.68353466)
31341974,"ES","ES4","ES42","ES425",c(-3.888617944, 39.87902784)
31342178,"ES","ES4","ES41","ES418",c(-4.299404532, 41.68843416)
31342232,"ES","ES4","ES41","ES414",c(-4.413710295, 42.16639604)
31342268,"ES","ES4","ES41","ES414",c(-4.491277359, 42.48480794)
31342280,"ES","ES4","ES41","ES414",c(-4.51737985, 42.59090461)
31342286,"ES","ES4","ES41","ES414",c(-4.530477821, 42.64394535)
31343410,"IE","IE0","IE05","IE051",c(-7.676386292, 52.49145333)
31361778,"ES","ES6","ES61","ES616",c(-3.500522196, 38.1380251)
31361832,"ES","ES4","ES42","ES422",c(-3.59844487, 38.61916905)
31361850,"ES","ES4","ES42","ES422",c(-3.631527686, 38.77945292)
31361882,"ES","ES4","ES42","ES422",c(-3.690896606, 39.06428248)
31361918,"ES","ES4","ES42","ES425",c(-3.758548066, 39.38453376)
31361940,"ES","ES4","ES42","ES425",c(-3.800346437, 39.58014852)
31362116,"ES","ES4","ES41","ES416",c(-4.147688084, 41.14252225)
31362128,"ES","ES4","ES41","ES416",c(-4.172239861, 41.24888478)
31362146,"ES","ES4","ES41","ES416",c(-4.209283138, 41.40838994)
31362156,"ES","ES4","ES41","ES418",c(-4.229975322, 41.49698393)
31362170,"ES","ES4","ES41","ES418",c(-4.259080483, 41.62099157)
31362174,"ES","ES4","ES41","ES418",c(-4.267425552, 41.6564172)
31362210,"ES","ES4","ES41","ES414",c(-4.34312298, 41.97514559)
31362264,"ES","ES4","ES41","ES414",c(-4.458700162, 42.45289431)
31362272,"ES","ES4","ES41","ES414",c(-4.476033643, 42.52363693)
31381690,"ES","ES6","ES61","ES614",c(-3.32292519, 37.3561368)
31381772,"ES","ES6","ES61","ES616",c(-3.46736549, 38.08772402)
31381934,"ES","ES4","ES42","ES425",c(-3.766046686, 39.53007414)
31382064,"ES","ES3","ES30","ES300",c(-4.019346039, 40.68471624)
31382090,"ES","ES4","ES41","ES416",c(-4.071540939, 40.91535072)
31382100,"ES","ES4","ES41","ES416",c(-4.091756075, 41.00403042)
31382126,"ES","ES4","ES41","ES416",c(-4.144683833, 41.23453057)
31382158,"ES","ES4","ES41","ES418",c(-4.210564933, 41.51809047)
31382208,"ES","ES4","ES41","ES414",c(-4.315168489, 41.96086135)
31382252,"ES","ES4","ES41","ES414",c(-4.408936449, 42.3502072)
31382306,"ES","ES4","ES41","ES414",c(-4.52627083, 42.82766859)
31382312,"ES","ES4","ES41","ES414",c(-4.539464314, 42.88069463)
31401756,"ES","ES6","ES61","ES616",c(-3.416481781, 37.94822938)
31401864,"ES","ES4","ES42","ES422",c(-3.612091561, 38.91054372)
31402008,"ES","ES3","ES30","ES300",c(-3.885595608, 40.19093507)
31402026,"ES","ES3","ES30","ES300",c(-3.920850493, 40.35077082)
31402080,"ES","ES4","ES41","ES416",c(-4.028090792, 40.82999713)
31402116,"ES","ES4","ES41","ES416",c(-4.100837178, 41.14924846)
31402124,"ES","ES4","ES41","ES416",c(-4.117141485, 41.22016803)
31402214,"ES","ES4","ES41","ES414",c(-4.304116456, 42.01738599)
31402242,"ES","ES4","ES41","ES414",c(-4.363646821, 42.2651757)
31421676,"ES","ES6","ES61","ES614",c(-3.254428759, 37.23739435)
31421694,"ES","ES6","ES61","ES614",c(-3.285501679, 37.39813052)
31421712,"ES","ES6","ES61","ES614",c(-3.316781468, 37.55881695)
31421770,"ES","ES6","ES61","ES616",c(-3.419000644, 38.07624807)
31421788,"ES","ES6","ES61","ES616",c(-3.451174049, 38.23672642)
31421824,"ES","ES4","ES42","ES422",c(-3.516172419, 38.5575368)
31421842,"ES","ES4","ES42","ES422",c(-3.54900126, 38.71786916)
31421950,"ES","ES4","ES42","ES425",c(-3.750715414, 39.67885364)
31422058,"ES","ES3","ES30","ES300",c(-3.960884177, 40.63813051)
31422138,"ES","ES4","ES41","ES416",c(-4.122297513, 41.34762239)
31422166,"ES","ES4","ES41","ES418",c(-4.179988647, 41.59572898)
31422198,"ES","ES4","ES41","ES414",c(-4.246699882, 41.87914337)
31422234,"ES","ES4","ES41","ES414",c(-4.322759637, 42.19781185)
31422252,"ES","ES4","ES41","ES414",c(-4.361196571, 42.35707775)
31422274,"ES","ES4","ES41","ES414",c(-4.408548616, 42.55167439)
31422310,"ES","ES4","ES41","ES414",c(-4.486932377, 42.86995928)
31422336,"ES","ES1","ES13","ES130",c(-4.544247237, 43.09971934)
31422360,"ES","ES1","ES12","ES120",c(-4.597685863, 43.31172213)
31441638,"ES","ES6","ES61","ES614",c(-3.167466716, 36.9010057)
31441666,"ES","ES6","ES61","ES614",c(-3.215144248, 37.15119534)
31441702,"ES","ES6","ES61","ES614",c(-3.277169503, 37.47269016)
31441710,"ES","ES6","ES61","ES614",c(-3.291065028, 37.54410645)
31441732,"ES","ES6","ES61","ES616",c(-3.32949022, 37.74045087)
31441750,"ES","ES6","ES61","ES616",c(-3.361162634, 37.9010415)
31441768,"ES","ES6","ES61","ES616",c(-3.393047293, 38.061583)
31441828,"ES","ES4","ES42","ES422",c(-3.500886589, 38.59636869)
31441840,"ES","ES4","ES42","ES422",c(-3.522746184, 38.70326109)
31441882,"ES","ES4","ES42","ES422",c(-3.600035106, 39.07721578)
31441936,"ES","ES4","ES42","ES425",c(-3.701222605, 39.55763152)
31442088,"ES","ES4","ES41","ES416",c(-3.997486185, 40.90763116)
31442110,"ES","ES4","ES41","ES416",c(-4.041820426, 41.10275029)
31442196,"ES","ES4","ES41","ES414",c(-4.218817173, 41.86482861)
31442214,"ES","ES4","ES41","ES414",c(-4.256623424, 42.02420108)
31442268,"ES","ES4","ES41","ES414",c(-4.371666358, 42.50204552)
31442278,"ES","ES4","ES41","ES414",c(-4.393241911, 42.59049045)
31442296,"ES","ES4","ES41","ES414",c(-4.432294729, 42.74965614)
31442322,"ES","ES4","ES41","ES414",c(-4.489201339, 42.97948248)
31461690,"ES","ES6","ES61","ES614",c(-3.234225432, 37.36867381)
31461702,"ES","ES6","ES61","ES614",c(-3.254959105, 37.47582228)
31461716,"ES","ES6","ES61","ES614",c(-3.279264735, 37.60080099)
31461834,"ES","ES4","ES42","ES422",c(-3.489222995, 38.65301355)
31461924,"ES","ES4","ES42","ES425",c(-3.655713587, 39.45415093)
31461986,"ES","ES4","ES42","ES425",c(-3.773751747, 40.00535348)
31462112,"ES","ES4","ES41","ES416",c(-4.022449086, 41.12382656)
31462148,"ES","ES4","ES41","ES416",c(-4.095760533, 41.44297348)
31462152,"ES","ES4","ES41","ES416",c(-4.103969921, 41.47842291)
31462170,"ES","ES4","ES41","ES418",c(-4.141071368, 41.63791732)
31462184,"ES","ES4","ES41","ES418",c(-4.170109302, 41.76193691)
31462188,"ES","ES4","ES41","ES418",c(-4.17843517, 41.797366)
31462212,"ES","ES4","ES41","ES414",c(-4.228666037, 42.00989327)
31462234,"ES","ES4","ES41","ES414",c(-4.275129836, 42.20463888)
31462238,"ES","ES4","ES41","ES414",c(-4.283621227, 42.24003988)
31462252,"ES","ES4","ES41","ES414",c(-4.313447078, 42.36392577)
31462256,"ES","ES4","ES41","ES412",c(-4.32199915, 42.39931671)
31462270,"ES","ES4","ES41","ES414",c(-4.352038418, 42.52316738)
31462274,"ES","ES4","ES41","ES414",c(-4.360651763, 42.55854827)
31462302,"ES","ES4","ES41","ES414",c(-4.421330367, 42.80615207)
31462364,"ES","ES1","ES12","ES120",c(-4.558130301, 43.35403028)
31463472,"IE","IE0","IE06","IE063",c(-7.726757444, 53.05556801)
31463508,"IE","IE0","IE06","IE063",c(-7.859181932, 53.36781128)
31481710,"ES","ES6","ES61","ES614",c(-3.246598517, 37.55037305)
31481844,"ES","ES4","ES42","ES422",c(-3.484832934, 38.7452837)
31481998,"ES","ES4","ES42","ES425",c(-3.773853498, 40.11524778)
31482042,"ES","ES3","ES30","ES300",c(-3.859592436, 40.50603224)
31482142,"ES","ES4","ES41","ES416",c(-4.059952032, 41.39314783)
31482178,"ES","ES4","ES41","ES418",c(-4.134010326, 41.71216203)
31482240,"ES","ES4","ES41","ES414",c(-4.264033581, 42.26114812)
31482262,"ES","ES4","ES41","ES412",c(-4.310940918, 42.45582033)
31482294,"ES","ES4","ES41","ES414",c(-4.379904926, 42.73885955)
31483396,"IE","IE0","IE05","IE051",c(-7.426053478, 52.40000279)
31501642,"ES","ES6","ES61","ES614",c(-3.108100524, 36.94605145)
31501706,"ES","ES6","ES61","ES614",c(-3.217442768, 37.51778595)
31501742,"ES","ES6","ES61","ES616",c(-3.280091768, 37.83911168)
31501756,"ES","ES6","ES61","ES616",c(-3.30468183, 37.96401864)
31501858,"ES","ES4","ES42","ES422",c(-3.487763855, 38.87316733)
31501868,"ES","ES4","ES42","ES422",c(-3.506092463, 38.9622162)
31501886,"ES","ES4","ES42","ES422",c(-3.539258383, 39.12246696)
31501930,"ES","ES4","ES42","ES425",c(-3.621286174, 39.51399052)
31501966,"ES","ES4","ES42","ES425",c(-3.689425348, 39.83411753)
31501972,"ES","ES4","ES42","ES425",c(-3.700872919, 39.88745371)
31502084,"ES","ES3","ES30","ES300",c(-3.919462954, 40.88210963)
31502156,"ES","ES4","ES41","ES418",c(-4.065063008, 41.52058567)
31502300,"ES","ES4","ES41","ES414",c(-4.368891294, 42.79535175)
31502332,"ES","ES1","ES13","ES130",c(-4.438798487, 43.07824131)
31503370,"IE","IE0","IE05","IE052",c(-7.306858493, 52.17828464)
31503550,"IE","IE0","IE04","IE042",c(-7.957690964, 53.74069129)
31521826,"ES","ES4","ES42","ES422",c(-3.407009103, 38.59128751)
31521848,"ES","ES4","ES42","ES422",c(-3.446876938, 38.78729068)
31521898,"ES","ES4","ES42","ES422",c(-3.538721501, 39.23248637)
31521920,"ES","ES4","ES42","ES425",c(-3.57968546, 39.42825607)
31521980,"ES","ES3","ES30","ES300",c(-3.693159434, 39.96181475)
31522082,"ES","ES3","ES30","ES300",c(-3.892143951, 40.86767231)
31522114,"ES","ES4","ES41","ES416",c(-3.956201251, 41.15155675)
31522142,"ES","ES4","ES41","ES416",c(-4.012908471, 41.39983667)
31522178,"ES","ES4","ES41","ES418",c(-4.086734184, 41.7188913)
31522244,"ES","ES4","ES41","ES412",c(-4.224821328, 42.303353)
31522294,"ES","ES4","ES41","ES414",c(-4.331858336, 42.74572312)
31522358,"ES","ES1","ES13","ES130",c(-4.472017422, 43.31145228)
31523384,"IE","IE0","IE05","IE052",c(-7.326852736, 52.30423525)
31523392,"IE","IE0","IE05","IE052",c(-7.354732517, 52.37377179)
31523402,"IE","IE0","IE05","IE052",c(-7.389733651, 52.46067891)
31523558,"IE","IE0","IE04","IE042",c(-7.958428781, 53.81443946)
31541648,"ES","ES6","ES61","ES614",c(-3.074103514, 37.00585601)
31541666,"ES","ES6","ES61","ES614",c(-3.104566199, 37.1667199)
31541832,"ES","ES4","ES42","ES422",c(-3.395266726, 38.64792386)
31541840,"ES","ES4","ES42","ES422",c(-3.409735598, 38.71920287)
31541858,"ES","ES4","ES42","ES422",c(-3.442449863, 38.87954601)
31541994,"ES","ES4","ES42","ES425",c(-3.696949812, 40.08949283)
31542110,"ES","ES4","ES41","ES416",c(-3.924727564, 41.11939757)
31542128,"ES","ES4","ES41","ES416",c(-3.960997294, 41.27903891)
31542174,"ES","ES4","ES41","ES418",c(-4.054851382, 41.68680381)
31542218,"ES","ES4","ES41","ES414",c(-4.146221753, 42.07656218)
31542236,"ES","ES4","ES41","ES412",c(-4.184059268, 42.23593093)
31542242,"ES","ES4","ES41","ES412",c(-4.196731685, 42.28904382)
31542278,"ES","ES4","ES41","ES412",c(-4.273402066, 42.60761626)
31542332,"ES","ES1","ES13","ES130",c(-4.390487306, 43.08513885)
31542354,"ES","ES1","ES13","ES130",c(-4.438918849, 43.27956993)
31561686,"ES","ES6","ES61","ES614",c(-3.11647576, 37.34849795)
31561826,"ES","ES4","ES42","ES422",c(-3.36187607, 38.59762394)
31561848,"ES","ES4","ES42","ES422",c(-3.401617121, 38.79364881)
31561880,"ES","ES4","ES42","ES422",c(-3.460011952, 39.07864837)
31561934,"ES","ES4","ES42","ES425",c(-3.560166765, 39.5592447)
31561952,"ES","ES4","ES42","ES425",c(-3.594009906, 39.71934907)
31561970,"ES","ES4","ES42","ES425",c(-3.628085645, 39.87940648)
31561974,"ES","ES4","ES42","ES425",c(-3.635689834, 39.91496843)
31561978,"ES","ES4","ES42","ES425",c(-3.643305639, 39.95052808)
31561992,"ES","ES4","ES42","ES425",c(-3.67005277, 40.07496866)
31562104,"ES","ES4","ES41","ES416",c(-3.889287813, 41.06948324)
31562114,"ES","ES4","ES41","ES416",c(-3.909327716, 41.15819249)
31562158,"ES","ES4","ES41","ES416",c(-3.99843605, 41.54834576)
31562162,"ES","ES4","ES41","ES418",c(-4.006612953, 41.58380075)
31562258,"ES","ES4","ES41","ES412",c(-4.206764317, 42.43405027)
31562356,"ES","ES1","ES13","ES130",c(-4.419100629, 43.30069685)
31581774,"ES","ES6","ES61","ES616",c(-3.246811692, 38.13714156)
31581972,"ES","ES4","ES42","ES425",c(-3.608886712, 39.90042162)
31582088,"ES","ES3","ES30","ES300",c(-3.834027572, 40.93081443)
31582170,"ES","ES4","ES41","ES412",c(-3.999385166, 41.65804463)
31582214,"ES","ES4","ES41","ES414",c(-4.090324085, 42.04787743)
31582236,"ES","ES4","ES41","ES412",c(-4.136387798, 42.24269282)
31601742,"ES","ES6","ES61","ES616",c(-3.168442796, 37.85473668)
31601820,"ES","ES4","ES42","ES422",c(-3.30598836, 38.55045956)
31601892,"ES","ES4","ES42","ES422",c(-3.436568135, 39.19186512)
31601928,"ES","ES4","ES42","ES425",c(-3.503199966, 39.51228325)
31601946,"ES","ES4","ES42","ES425",c(-3.536858505, 39.6724217)
31601976,"ES","ES4","ES42","ES425",c(-3.593470903, 39.93921503)
31602000,"ES","ES3","ES30","ES300",c(-3.639229867, 40.1525564)
31602090,"ES","ES3","ES30","ES300",c(-3.814632086, 40.95185401)
31602102,"ES","ES4","ES41","ES416",c(-3.838483073, 41.05834023)
31602108,"ES","ES4","ES41","ES416",c(-3.850450282, 41.11157572)
31602144,"ES","ES4","ES41","ES416",c(-3.922843082, 41.43088235)
31602148,"ES","ES4","ES41","ES416",c(-3.930949618, 41.46634963)
31602166,"ES","ES4","ES41","ES412",c(-3.967586277, 41.62592472)
31602180,"ES","ES4","ES41","ES412",c(-3.996260489, 41.75000739)
31602252,"ES","ES4","ES41","ES412",c(-4.146248522, 42.38771633)
31602256,"ES","ES4","ES41","ES412",c(-4.154706945, 42.42312356)
31602282,"ES","ES4","ES41","ES412",c(-4.2100153, 42.65321672)
31602300,"ES","ES4","ES41","ES414",c(-4.248642264, 42.81245747)
31602310,"ES","ES4","ES41","ES414",c(-4.270221843, 42.90090533)
31602360,"ES","ES1","ES13","ES130",c(-4.379425536, 43.34293911)
31621666,"ES","ES6","ES61","ES614",c(-3.016073297, 37.17904644)
31621678,"ES","ES6","ES61","ES614",c(-3.036363352, 37.28628358)
31621696,"ES","ES6","ES61","ES614",c(-3.066967119, 37.44709819)
31621746,"ES","ES6","ES61","ES616",c(-3.153053449, 37.89354813)
31621756,"ES","ES6","ES61","ES616",c(-3.170462983, 37.98279295)
31621768,"ES","ES6","ES61","ES616",c(-3.191440014, 38.08986697)
31621846,"ES","ES4","ES42","ES422",c(-3.330104311, 38.78532575)
31621858,"ES","ES4","ES42","ES422",c(-3.35179924, 38.89223959)
31621872,"ES","ES4","ES42","ES422",c(-3.377234097, 39.01694568)
31621954,"ES","ES4","ES42","ES425",c(-3.528942644, 39.74679308)
31621980,"ES","ES4","ES42","ES425",c(-3.578040432, 39.97800487)
31622088,"ES","ES3","ES30","ES300",c(-3.787305674, 40.93738874)
31622092,"ES","ES3","ES30","ES300",c(-3.795224895, 40.97288969)
31622098,"ES","ES4","ES41","ES416",c(-3.807126779, 41.0261369)
31622124,"ES","ES4","ES41","ES416",c(-3.859023278, 41.25681628)
31622196,"ES","ES4","ES41","ES412",c(-4.005515024, 41.8951268)
31622200,"ES","ES4","ES41","ES414",c(-4.013775326, 41.93056732)
31622206,"ES","ES4","ES41","ES412",c(-4.026190185, 41.98372394)
31622314,"ES","ES4","ES41","ES414",c(-4.254772869, 42.939693)
31623442,"IE","IE0","IE05","IE052",c(-7.386790358, 52.82959242)
31641672,"ES","ES6","ES61","ES614",c(-3.004063355, 37.23573922)
31641680,"ES","ES6","ES61","ES614",c(-3.017588157, 37.30722945)
31641698,"ES","ES6","ES61","ES614",c(-3.048165166, 37.46804692)
31641838,"ES","ES4","ES42","ES422",c(-3.293085863, 38.71718835)
31641870,"ES","ES4","ES42","ES422",c(-3.350890008, 39.00229833)
31641874,"ES","ES4","ES42","ES422",c(-3.358164598, 39.03792652)
31641924,"ES","ES4","ES42","ES425",c(-3.450030392, 39.48308214)
31642018,"ES","ES3","ES30","ES300",c(-3.627536102, 40.31899691)
31642054,"ES","ES3","ES30","ES300",c(-3.697227381, 40.63879997)
31642090,"ES","ES3","ES30","ES300",c(-3.767893263, 40.95841948)
31642104,"ES","ES4","ES41","ES416",c(-3.79564159, 41.08266662)
31642112,"ES","ES4","ES41","ES416",c(-3.811565626, 41.15365261)
31642144,"ES","ES4","ES41","ES416",c(-3.875759911, 41.43750688)
31642180,"ES","ES4","ES41","ES412",c(-3.948943987, 41.75667201)
31642270,"ES","ES4","ES41","ES412",c(-4.136503985, 42.55379887)
31642320,"ES","ES1","ES13","ES130",c(-4.243634273, 42.99616562)
31643418,"IE","IE0","IE05","IE052",c(-7.273252169, 52.62526176)
31643458,"IE","IE0","IE06","IE063",c(-7.414790544, 52.9728756)
31661638,"ES","ES6","ES61","ES611",c(-2.924971476, 36.93484756)
31661668,"ES","ES6","ES61","ES614",c(-2.975181321, 37.20305489)
31661692,"ES","ES6","ES61","ES614",c(-3.015750108, 37.41752205)
31661740,"ES","ES6","ES61","ES616",c(-3.09797445, 37.84619508)
31661818,"ES","ES4","ES42","ES422",c(-3.234755714, 38.54205334)
31661854,"ES","ES4","ES42","ES422",c(-3.299243382, 38.86291494)
31661880,"ES","ES4","ES42","ES422",c(-3.346363601, 39.0945301)
31661902,"ES","ES4","ES42","ES422",c(-3.386597127, 39.29043514)
31661908,"ES","ES4","ES42","ES422",c(-3.397628112, 39.34385157)
31661988,"ES","ES3","ES30","ES300",c(-3.547135349, 40.05557387)
