"POINTID","SURVEY_DATE","Depth","pH_CaCl2","pH_H2O","EC","OC","OC..20.30.cm.","CaCO3","CaCO3..20.30.cm.","P","N","K","Ox_Al","Ox_Fe","Elev","NUTS_0","NUTS_1","NUTS_2","NUTS_3","TH_LAT","TH_LONG","LC","LU"
26941810,"09-07-18","0-20 cm",4.5,5.38,8,"31.1","","1",NA,"< LOD","2.4","135.3",NA,NA,175,"PT","PT1","PT18","PT181",37.58685722,-8.481727657,"C10","U120"
26942016,"16-08-18","0-20 cm",3.9,4.49,5.89,"15","",NA,NA,"< LOD","1.2","38.2",NA,NA,242,"PT","PT1","PT16","PT16B",39.39184536,-8.998901767,"C10","U120"
26961834,"30-06-18","0-20 cm",4.8,5.74,4.66,"13.6","","1",NA,"< LOD","1.1","96.8",NA,NA,145,"PT","PT1","PT18","PT181",37.80194714,-8.517892982,"C10","U120"
26961996,"11-05-18","0-20 cm",4.3,5.16,3,"7.9","","1",NA,"< LOD","0.4","34.8",NA,NA,129,"PT","PT1","PT18","PT185",39.22144887,-8.92442179,"C10","U120"
26962018,"05-07-18","0-20 cm",5,5.67,12.67,"39.8","",NA,NA,"< LOD","2.4","110.1",NA,NA,259,"PT","PT1","PT16","PT16B",39.41382056,-8.981530426,"C10","U120"
27001846,"01-07-18","0-20 cm",4.5,5.31,3.69,"3.3","","1",NA,"< LOD","0.3","27.7",NA,NA,129,"PT","PT1","PT18","PT181",37.91600888,-8.502923022,"C10","U120"
27001864,"19-06-18","0-20 cm",4.5,5.49,5.75,"32.5","","1",NA,"< LOD","2.1","201.6",NA,NA,255,"PT","PT1","PT18","PT181",38.07396855,-8.547006763,"C10","U120"
27001882,"17-06-18","0-20 cm",4.8,5.47,7.58,"8.2","7.3",NA,NA,"38.5","0.7","42.6",NA,NA,146,"PT","PT1","PT18","PT181",38.23186429,-8.591381992,"B23","U111"
27001936,"09-07-18","0-20 cm",5.7,6.28,4.53,"6.5","",NA,NA,"22.5","0.7","38.6",NA,NA,99,"PT","PT1","PT17","PT170",38.70516812,-8.726281891,"E30","U112"
27002038,"30-06-18","0-20 cm",6.1,6.64,13.26,"11.5","",NA,NA,"81.6","1.3","186",NA,NA,71,"PT","PT1","PT16","PT16B",39.59761767,-8.988560552,"B72","U111"
27021938,"09-07-18","20-30 cm",NA,NA,NA,"","2.8","",NA,"","","",NA,NA,106,"PT","PT1","PT17","PT170",38.72710826,-8.708951935,"C10","U120"
27022016,"07-05-18","0-20 cm",6.4,6.93,7.05,"6.4","5.8","1",NA,NA,"0.5","57.7",1.4,2.6,221,"PT","PT1","PT18","PT185",39.40977721,-8.908556192,"B81","U111"
27041840,"30-06-18","0-20 cm",4.7,5.71,4.83,"6.2","",NA,NA,"13.5","0.8","45.1",NA,NA,118,"PT","PT1","PT18","PT181",37.87204858,-8.444053459,"E20","U111"
27041876,"20-06-18","0-20 cm",4.8,5.88,2.97,"6","",NA,NA,"< LOD","0.7","30.4",NA,NA,129,"PT","PT1","PT18","PT181",38.18799401,-8.532129552,"E20","U111"
27061758,"08-06-18","0-20 cm",7,7.78,16.61,"21.1","16.3","577",627,"< LOD","1.8","360.2",NA,NA,182,"PT","PT1","PT15","PT150",37.15573516,-8.225788031,"B74","U111"
27061888,"17-06-18","0-20 cm",4.8,5.96,3.46,"9.5","","1",NA,"< LOD","0.7","73.6",NA,NA,133,"PT","PT1","PT18","PT181",38.29762997,-8.539497845,"C10","U120"
27061970,"01-06-18","0-20 cm",5.3,5.65,13.14,"3.3","3.2",NA,NA,"54.9","0.4","28.5",NA,NA,82,"PT","PT1","PT18","PT185",39.01619339,-8.745206354,"B21","U111"
27081828,"13-05-18","0-20 cm",4.8,5.86,3.65,"11","6.7",NA,NA,"< LOD","1.2","42.7",NA,NA,181,"PT","PT1","PT18","PT184",37.77534776,-8.370764946,"C10","U120"
27081954,"06-06-18","0-20 cm",5.6,6.25,7.7,"6.7","",NA,NA,"18","0.7","67.7",1.1,1.3,113,"PT","PT1","PT18","PT185",38.88050631,-8.682148589,"B75","U111"
27101814,"23-07-18","0-20 cm",5.4,5.81,4.61,"20.7","12.9",NA,NA,"< LOD","1.8","81.8",NA,NA,244,"PT","PT1","PT18","PT184",37.65667873,-8.314985341,"C10","U120"
27101892,"15-06-18","0-20 cm",4.4,5.36,3.77,"5.5","","1",NA,"< LOD","0.3","19.3",NA,NA,104,"PT","PT1","PT18","PT181",38.34145735,-8.504861164,"C32","U120"
27101940,"09-07-18","0-20 cm",5.5,6.18,5.82,"6.1","",NA,NA,"23.6","0.7","75.9",NA,NA,89,"PT","PT1","PT17","PT170",38.76226676,-8.624439327,"E20","U111"
27101964,"01-06-18","0-20 cm",5.9,6.37,9.41,"2.6","",NA,NA,"41.7","0.4","30.4",NA,NA,93,"PT","PT1","PT18","PT185",38.97250221,-8.685027762,"B21","U111"
27102048,"21-06-18","0-20 cm",4.9,5.84,3.73,"4.8","","2",NA,NA,"0.2","36.7",NA,NA,223,"PT","PT1","PT16","PT16F",39.7074376,-8.901391332,"C10","U120"
27121756,"14-07-18","0-20 cm",7.3,8,17.18,"26","","711",NA,"23","2.6","177.4",NA,NA,239,"PT","PT1","PT15","PT150",37.15098681,-8.155341858,"F40","U415"
27122016,"09-05-18","0-20 cm",7,7.6,15.43,"14.5","13.7","19",19,"< LOD","1.5","121.3",NA,NA,158,"PT","PT1","PT18","PT185",39.43207414,-8.795564111,"B81","U111"
27122062,"02-07-18","0-20 cm",3.9,4.93,8.09,"25.3","",NA,NA,"< LOD","1.1","59.8",NA,NA,105,"PT","PT1","PT16","PT16F",39.83427354,-8.915384023,"A30","U120"
27141834,"02-07-18","0-20 cm",5,5.54,12.89,"9.8","",NA,NA,"18.9","1.2","126.5",NA,NA,179,"PT","PT1","PT18","PT184",37.84102488,-8.318924201,"B13","U111"
27141996,"07-05-18","0-20 cm",5.8,6.6,4.54,"8.2","",NA,NA,"< LOD","1.1","88.9",NA,NA,103,"PT","PT1","PT18","PT185",39.26150549,-8.721555462,"B55","U111"
27161812,"23-07-18","0-20 cm",6.3,6.85,15.59,"18.3","15",NA,NA,"15.2","2.1","36.8",NA,NA,222,"PT","PT1","PT18","PT184",37.65202644,-8.244007388,"B55","U111"
27161970,"01-06-18","0-20 cm",3.9,4.93,4.3,"20.4","","1",NA,"< LOD","1","44.1",NA,NA,125,"PT","PT1","PT18","PT185",39.03827941,-8.632818987,"C22","U120"
27162028,"20-06-18","0-20 cm",7,7.33,25.1,"34.1","25","280",309,"< LOD","3.5","417.6",NA,NA,360,"PT","PT1","PT16","PT16F",39.54593442,-8.781341154,"B81","U111"
27181846,"02-07-18","0-20 cm",5.7,6.3,8.15,"5.1","3.5",NA,NA,"15.3","0.5","94.9",1.5,0.8,117,"PT","PT1","PT18","PT181",37.95506483,-8.303628792,"B81","U111"
27181948,"06-06-18","0-20 cm",4.4,5.46,5.18,"6.4","","1",NA,"< LOD","0.3","48.9",NA,NA,143,"PT","PT1","PT18","PT185",38.84993554,-8.554889407,"C10","U120"
27182008,"08-05-18","0-10 cm",6.8,7.36,14.61,"16.1","","4",NA,"< LOD","1.4","201.1",NA,NA,189,"PT","PT1","PT18","PT185",39.37538276,-8.707174304,"E20","U415"
27201772,"17-07-18","0-20 cm",4.5,5.31,4.36,"24.8","",NA,NA,"< LOD","1.8","104.4",NA,NA,573,"PT","PT1","PT15","PT150",37.30884037,-8.105164104,"C10","U120"
27201962,"31-05-18","0-20 cm",4.3,4.96,6.59,"9.9","7",NA,NA,"< LOD","0.7","19.5",NA,NA,100,"PT","PT1","PT18","PT185",38.97699355,-8.567653831,"C32","U120"
27202006,"09-05-18","0-20 cm",7.1,7.92,18.81,"24.9","16.5","237",275,"21","2.1","272.1",NA,NA,146,"PT","PT1","PT18","PT185",39.36230016,-8.679456518,"E30","U112"
27221750,"14-07-18","0-20 cm",7,7.76,19.66,"30","","559",NA,"< LOD","2.2","301.3",NA,NA,139,"PT","PT1","PT15","PT150",37.11947836,-8.031746353,"D10","U420"
27221822,"14-05-18","0-20 cm",5.8,6.38,6.49,"17.7","11.8",NA,NA,"< LOD","1.9","141.9",1.2,3.4,240,"PT","PT1","PT18","PT184",37.75280367,-8.201674106,"C10","U120"
27221858,"22-06-18","0-20 cm",4.7,5.52,4.32,"5.9","3.7",NA,NA,"< LOD","0.6","48.1",NA,NA,137,"PT","PT1","PT18","PT184",38.06908735,-8.288325177,"E10","U111"
27241758,"15-07-18","0-20 cm",7,7.65,16.49,"20.7","18","613",591,"< LOD","1.9","227.9",0.5,2.1,197,"PT","PT1","PT15","PT150",37.1941453,-8.02847573,"B81","U111"
27241816,"28-07-18","0-20 cm",4.7,5.62,8.01,"25.8","",NA,NA,"14.1","2.1","110.9",NA,NA,302,"PT","PT1","PT18","PT184",37.70434947,-8.165260477,"E20","U111"
27241888,"16-06-18","0-20 cm",4.8,5.86,6.19,"13.6","","2",NA,"< LOD","1.2","170.6",NA,NA,142,"PT","PT1","PT18","PT181",38.33679543,-8.339140772,"C10","U120"
27241916,"02-07-18","0-20 cm",5.2,5.92,7.92,"22.8","20.2",NA,NA,"< LOD","2.1","120.8",NA,NA,222,"PT","PT1","PT18","PT187",38.58247455,-8.408011888,"C10","U120"
27241934,"07-06-18","0-20 cm",5.2,6.1,4.45,"9.9","","2",NA,"< LOD","0.9","81.7",NA,NA,133,"PT","PT1","PT18","PT187",38.74033073,-8.452663148,"C10","U120"
27241992,"10-05-18","0-20 cm",7.2,7.83,14.86,"12.3","","12",NA,"27.3","1.3","190.7",NA,NA,68,"PT","PT1","PT18","PT185",39.24855054,-8.598580275,"B82","U111"
27242086,"18-06-18","0-20 cm",4.3,5.25,3.34,"5.6","","1",NA,"< LOD","0.4","22.6",NA,NA,95,"PT","PT1","PT16","PT16E",40.07083025,-8.841867931,"C10","U120"
27281760,"15-07-18","0-20 cm",4.7,5.66,3.54,"21.6","",NA,NA,"< LOD","1.4","61.7",NA,NA,267,"PT","PT1","PT15","PT150",37.22023173,-7.98926198,"D10","U414"
27281838,"24-07-18","0-20 cm",6.3,7,8.91,"12.8","",NA,NA,"52.5","1.3","545.8",NA,NA,157,"PT","PT1","PT18","PT184",37.90628533,-8.173618568,"B81","U111"
27281850,"02-07-18","0-20 cm",5.1,5.78,6.23,"24","",NA,NA,"20","1.6","63.3",NA,NA,149,"PT","PT1","PT18","PT184",38.01172717,-8.202449758,"B11","U111"
27281940,"08-06-18","0-20 cm",5.1,5.89,5.55,"7.7","6",NA,NA,"< LOD","0.5","35.3",NA,NA,174,"PT","PT1","PT18","PT187",38.80165119,-8.422782643,"C32","U120"
27281982,"30-05-18","0-20 cm",4.3,5.31,3.78,"3.9","","1",NA,"< LOD","0.4","37.9",NA,NA,127,"PT","PT1","PT18","PT185",39.1697455,-8.528138021,"C22","U120"
27282018,"18-06-18","0-20 cm",6.2,6.83,4.53,"14.9","",NA,NA,"< LOD","1.2","105.7",NA,NA,163,"PT","PT1","PT16","PT16I",39.4849831,-8.619761035,"D20","U420"
27282072,"07-07-18","0-20 cm",4.7,5.25,19.03,"16.8","","1",NA,"13.2","1.4","132.6",NA,NA,128,"PT","PT1","PT16","PT16F",39.957369,-8.759527193,"C10","U120"
27282102,"21-06-18","0-20 cm",5.2,5.87,3.58,"7.9","","1",NA,"< LOD","0.4","21.1",NA,NA,107,"PT","PT1","PT16","PT16E",40.21956151,-8.838408174,"C10","U120"
27301972,"31-05-18","0-20 cm",4.3,5,10.17,"11.5","",NA,NA,"< LOD","1","108.9",NA,NA,153,"PT","PT1","PT18","PT185",39.08650659,-8.480398084,"E20","U111"
27301980,"30-05-18","0-20 cm",4.6,5.42,4.25,"9.2","","1",NA,"< LOD","0.6","20.4",NA,NA,142,"PT","PT1","PT18","PT185",39.15660199,-8.500555622,"C10","U120"
27302020,"18-06-18","0-20 cm",6.1,6.39,5.83,"15.2","13.7",NA,NA,"< LOD","1.3","54.5",NA,NA,149,"PT","PT1","PT16","PT16I",39.50689337,-8.602248621,"B81","U111"
27302044,"22-06-18","0-20 cm",2.9,4.03,10.15,"137","","1",NA,"< LOD","3.7","154.7",NA,NA,278,"PT","PT1","PT16","PT16I",39.71691972,-8.663997248,"C10","U120"
27321748,"09-06-18","0-20 cm",6.9,7.35,21.8,"57.2","30.3","334",429,"< LOD","3.6","608.7",0.7,0.9,257,"PT","PT1","PT15","PT150",37.12302697,-7.917530136,"B81","U111"
27321784,"17-05-18","0-20 cm",4.9,5.75,3.58,"13","",NA,NA,"< LOD","1.4","30.2",NA,NA,404,"PT","PT1","PT18","PT184",37.43994321,-8.001415407,"E20","U111"
27341920,"08-06-18","0-20 cm",6.3,6.65,17.75,"10.5","12.5","1",NA,"16.9","1","118.2",NA,NA,287,"PT","PT1","PT18","PT187",38.63924275,-8.306084154,"B15","U111"
27341956,"06-06-18","0-20 cm",4.9,5.81,3.06,"6.5","",NA,NA,"< LOD","0.8","41.2",NA,NA,120,"PT","PT1","PT18","PT185",38.95498465,-8.39532958,"E20","U111"
27361828,"28-07-18","0-20 cm",6,6.46,16.62,"49.8","","1",NA,"10.9","4","331.2",NA,NA,236,"PT","PT1","PT18","PT184",37.83547155,-8.061192063,"C10","U120"
27361846,"24-07-18","0-10 cm",7.2,7.92,13.46,"10.3","","22",NA,"22.5","0.9","303.2",2,4,223,"PT","PT1","PT18","PT184",37.99370508,-8.104139267,"B81","U111"
27361954,"06-06-18","0-20 cm",4.2,5.16,3.06,"9","","1",NA,"< LOD","0.5","21.2",NA,NA,148,"PT","PT1","PT18","PT185",38.94179381,-8.367875561,"C22","U120"
27362062,"29-06-18","0-20 cm",4.6,5.01,29.1,"28.7","","1",NA,"46.3","2.2","91.4",NA,NA,136,"PT","PT1","PT16","PT16F",39.88763555,-8.642388851,"C10","U120"
27381898,"03-07-18","0-20 cm",5.2,5.64,19.59,"24.3","","2",NA,"18.7","2.2","190",NA,NA,249,"PT","PT1","PT18","PT187",38.4547744,-8.207497836,"C10","U120"
27381902,"03-07-18","0-20 cm",4,4.71,8.69,"16.1","11.9",NA,NA,"< LOD","1.5","65.3",NA,NA,255,"PT","PT1","PT18","PT187",38.48989142,-8.217254276,"C10","U120"
27381916,"08-06-18","0-20 cm",5,5.46,14.91,"14.5","","1",NA,"< LOD","1.2","128.2",1.2,3.5,333,"PT","PT1","PT18","PT187",38.61277672,-8.251515379,"C10","U120"
27381926,"08-06-18","0-20 cm",5.9,6.28,13.21,"20.1","",NA,NA,"15.5","1.7","62.7",NA,NA,233,"PT","PT1","PT18","PT187",38.70052885,-8.276096238,"E20","U111"
27382028,"25-06-18","0-20 cm",5.2,5.54,25.1,"21.9","17.6",NA,NA,"< LOD","1.6","97.6",NA,NA,201,"PT","PT1","PT16","PT16I",39.59450173,-8.532099306,"B81","U415"
27401804,"14-05-18","0-20 cm",5.3,5.76,7.03,"9.5","6.6",NA,NA,"< LOD","1.2","48.8",NA,NA,288,"PT","PT1","PT18","PT184",37.63287273,-7.960229523,"C10","U120"
27401840,"26-08-18","0-20 cm",7.2,7.89,15.75,"13.8","12.7","194",214,"< LOD","1","234.8",NA,NA,198,"PT","PT1","PT18","PT184",37.94949001,-8.04546633,"F40","U112"
27402038,"25-06-18","0-20 cm",3.5,4.31,5.05,"38.9","","1",NA,"< LOD","1.4","51.9",NA,NA,231,"PT","PT1","PT16","PT16I",39.68642896,-8.535023205,"C32","U120"
27402128,"02-07-18","0-20 cm",5.3,5.87,2.6,"2.4","3.1",NA,NA,"< LOD","< LOD","< LOD",NA,NA,66,"PT","PT1","PT16","PT16E",40.47345671,-8.769787704,"C22","U120"
27421740,"05-06-18","0-20 cm",7.4,7.99,14.06,"15.8","12.8","329",300,"< LOD","1.7","264.5",NA,NA,110,"PT","PT1","PT15","PT150",37.07357074,-7.789523471,"C10","U120"
27421762,"17-07-18","0-20 cm",5.9,6.56,5.83,"23","",NA,NA,"< LOD","2.5","245.9",NA,NA,432,"PT","PT1","PT15","PT150",37.26737422,-7.840226945,"D10","U420"
27421780,"19-07-18","0-20 cm",5.4,6.36,4.58,"6.2","6.5",NA,NA,"< LOD","0.8","57.6",NA,NA,304,"PT","PT1","PT15","PT150",37.42587121,-7.882013906,"C22","U120"
27421902,"24-05-18","0-20 cm",7.1,7.44,39.8,"7.7","8.1","36",44,"< LOD","0.6","45",NA,NA,248,"PT","PT1","PT18","PT187",38.49848408,-8.172593972,"E20","U111"
27421978,"30-05-18","0-20 cm",4.1,4.71,9.44,"15.1","","1",NA,"< LOD","1.2","39.2",NA,NA,208,"PT","PT1","PT18","PT185",39.1652236,-8.360320515,"C32","U120"
27422006,"29-05-18","0-20 cm",5.3,5.92,10.79,"5.1","",NA,NA,"32.4","0.7","43.9",NA,NA,78,"PT","PT1","PT18","PT185",39.41058515,-8.430829259,"B16","U111"
27422010,"29-05-18","0-20 cm",6.8,7.33,19.46,"10.6","",NA,NA,"25.4","1.3","217",0.6,2.5,74,"PT","PT1","PT18","PT185",39.44562452,-8.440962163,"B15","U111"
27422082,"19-06-18","0-20 cm",5.9,6.67,3.16,"< LOD","","1",NA,"< LOD","< LOD","56.9",NA,NA,70,"PT","PT1","PT16","PT16E",40.07580848,-8.625973526,"C32","U120"
27461842,"26-08-18","0-10 cm",6.2,6.9,5.83,"9.7","",NA,NA,"52.7","0.7","140",NA,NA,216,"PT","PT1","PT18","PT184",37.97982158,-7.983712405,"B13","U111"
27461868,"19-08-18","0-20 cm",4.7,5.68,6.07,"12.1","",NA,NA,"10.4","1.3","120.5",NA,NA,182,"PT","PT1","PT18","PT184",38.20837457,-8.045813739,"E20","U111"
27461892,"04-07-18","0-20 cm",4.8,5.74,5.85,"12.9","10.3",NA,NA,"< LOD","1.1","52.6",NA,NA,237,"PT","PT1","PT18","PT187",38.41923153,-8.103666991,"C10","U120"
27462000,"29-05-18","0-20 cm",4.7,5.18,18.84,"38.6","","1",NA,"< LOD","2.2","92.1",NA,NA,218,"PT","PT1","PT18","PT185",39.36672302,-8.370452592,"C10","U120"
27462022,"23-06-18","0-20 cm",5,5.51,18.08,"33.8","","1",NA,"< LOD","2","239.5",NA,NA,119,"PT","PT1","PT16","PT16I",39.55945695,-8.426123654,"C10","U120"
27462072,"07-07-18","0-20 cm",5.5,6.06,10.48,"46.1","","1",NA,"< LOD","2.2","77.7",NA,NA,308,"PT","PT1","PT16","PT16F",39.99714428,-8.554367445,"C22","U120"
27462138,"29-05-18","0-20 cm",4.1,5.04,2.37,"3.3","< LOD",NA,NA,"< LOD","< LOD","< LOD",NA,NA,77,"PT","PT1","PT16","PT16D",40.57415894,-8.72738882,"C22","U120"
27481828,"30-07-18","0-20 cm",6.2,6.8,8.95,"23.6","13.7",NA,NA,"< LOD","2.1","60.7",NA,NA,188,"PT","PT1","PT18","PT184",37.86093134,-7.92837558,"C10","U120"
27481840,"26-08-18","0-20 cm",5.3,6.14,9.09,"7.6","","1",NA,"24.7","1","95.6",NA,NA,231,"PT","PT1","PT18","PT184",37.96647333,-7.956786288,"B31","U111"
27481894,"04-07-18","0-20 cm",5.5,6.1,8.02,"14.7","21.7",NA,NA,"< LOD","1.3","78.2",NA,NA,225,"PT","PT1","PT18","PT187",38.44107094,-8.086193948,"C10","U120"
27481972,"30-05-18","0-20 cm",4.1,4.78,5.74,"9.7","","1",NA,"< LOD","0.6","31.1",NA,NA,217,"PT","PT1","PT18","PT186",39.12561598,-8.277726695,"C10","U120"
27482128,"03-05-18","0-20 cm",5.7,6.17,5.02,"9.1","6.4",NA,NA,"< LOD","0.8","15.9",NA,NA,77,"PT","PT1","PT16","PT16D",40.49121854,-8.677925269,"E20","U111"
27501780,"21-05-18","0-20 cm",5.4,6.31,3.17,"6.2","4.6",NA,NA,"< LOD","0.9","67.2",NA,NA,295,"PT","PT1","PT15","PT150",37.44268222,-7.793951199,"D10","U415"
27501802,"29-07-18","0-20 cm",5.8,6.35,6.15,"12","8.6",NA,NA,"10.7","1.3","46.3",NA,NA,233,"PT","PT1","PT18","PT184",37.63637118,-7.845168807,"E20","U111"
27501892,"23-05-18","0-20 cm",4.6,5.59,5.85,"7.1","6.3",NA,NA,"< LOD","0.7","29.6",NA,NA,249,"PT","PT1","PT18","PT187",38.4277697,-8.059040764,"E20","U111"
27521862,"19-08-18","0-20 cm",6.7,7.17,15.5,"21.5","","30",NA,"14","2.1","223.7",NA,NA,210,"PT","PT1","PT18","PT184",38.16838432,-7.964727398,"E20","U111"
27521880,"04-07-18","0-20 cm",6.6,7.32,8.03,"12.7","","1",NA,"< LOD","1.6","105.1",NA,NA,366,"PT","PT1","PT18","PT187",38.32659296,-8.007829938,"B81","U111"
27522042,"03-07-18","0-20 cm",6.5,6.69,11.02,"37.3","","2",NA,"< LOD","2.2","320.7",NA,NA,267,"PT","PT1","PT16","PT16I",39.74769001,-8.408952199,"C10","U420"
27522096,"21-06-18","0-20 cm",6.8,7.36,14.95,"10.1","","19",NA,"89.7","1.2","80.8",NA,NA,76,"PT","PT1","PT16","PT16E",40.22027772,-8.548144841,"E30","U112"
27522114,"01-06-18","0-20 cm",5.5,5.86,5.93,"4","6.3",NA,NA,"< LOD","0.3","12.3",NA,NA,133,"PT","PT1","PT16","PT16E",40.37768345,-8.595175679,"C22","U120"
27541756,"06-06-18","0-20 cm",5.1,6,4.55,"25.8","",NA,NA,"< LOD","2.2","241.3",NA,NA,319,"PT","PT1","PT15","PT150",37.23962435,-7.694621989,"D20","U420"
27541792,"03-05-18","0-20 cm",5.5,6.29,3.52,"9.7","",NA,NA,"< LOD","1.5","48.8",NA,NA,217,"PT","PT1","PT18","PT184",37.55673214,-7.777729769,"E20","U111"
27541810,"29-07-18","0-20 cm",5.4,6.18,8.59,"23.5","13.1",NA,NA,"10.8","2.1","72.3",NA,NA,214,"PT","PT1","PT18","PT184",37.71519302,-7.819694228,"C22","U120"
27541828,"07-05-18","0-20 cm",5.9,6.67,5.15,"9.8","6.5",NA,NA,"12.3","1.2","105.9",NA,NA,220,"PT","PT1","PT18","PT184",37.87359195,-7.861935525,"E30","U111"
27542110,"01-06-18","0-20 cm",7.5,8.35,16.44,"7.2","20.6","467",384,"< LOD","1","230.9",5.6,3.3,135,"PT","PT1","PT16","PT16E",40.34711342,-8.561770601,"B82","U111"
27561764,"18-05-18","0-20 cm",6.1,6.61,9.7,"44.8","",NA,NA,"12.9","3.8","312.3",NA,NA,245,"PT","PT1","PT15","PT150",37.31428407,-7.691011843,"D10","U420"
27561812,"25-08-18","0-20 cm",5.3,6.14,5.86,"18.1","",NA,NA,"< LOD","1.2","47.7",NA,NA,220,"PT","PT1","PT18","PT184",37.73699578,-7.802264626,"C10","U120"
27561920,"20-06-18","0-20 cm",6.8,7.22,42.49,"88.8","","3",NA,"114.1","7.6","695.9",NA,NA,327,"PT","PT1","PT18","PT187",38.68648993,-8.05985082,"E10","U111"
27561952,"26-04-18","0-20 cm",4.5,5.44,4.51,"4.2","2.4",NA,NA,"< LOD","0.5","27",NA,NA,162,"PT","PT1","PT18","PT187",38.9673951,-8.138163986,"C10","U120"
27561980,"30-05-18","0-20 cm",4.1,5.11,3.96,"9.9","","2",NA,"< LOD","0.7","24.5",NA,NA,216,"PT","PT1","PT18","PT186",39.21302743,-8.207455207,"C10","U120"
27561988,"26-06-18","0-20 cm",4.3,5.15,5,"17.9","40.4",NA,NA,"< LOD","1","76.5",NA,NA,225,"PT","PT1","PT16","PT16I",39.28318073,-8.22738568,"C10","U120"
27562052,"03-07-18","0-20 cm",4.6,5.61,4.76,"10.3","","1",NA,"< LOD","1.1","94.2",NA,NA,439,"PT","PT1","PT16","PT16F",39.84396935,-8.38899233,"C10","U120"
27562118,"02-07-18","0-20 cm",4.9,5.43,11.52,"12","10.7",NA,NA,"127.2","1","49.1",NA,NA,113,"PT","PT1","PT16","PT16D",40.42146744,-8.559769342,"B41","U111"
27562136,"29-05-18","0-20 cm",4.1,4.75,7.67,"12.4","","1",NA,"111.1","1.3","73.9",NA,NA,102,"PT","PT1","PT16","PT16D",40.57882319,-8.607088998,"C10","U120"
27601758,"04-06-18","0-20 cm",5.2,6.05,4.53,"2.4","",NA,NA,"< LOD","0.3","102.2",NA,NA,220,"PT","PT1","PT15","PT150",37.26973116,-7.633296391,"D10","U420"
27601790,"01-05-18","0-20 cm",6.2,6.84,8.26,"21.2","",NA,NA,"21.2","2.4","394.6",NA,NA,245,"PT","PT1","PT18","PT184",37.5516643,-7.706921315,"E10","U120"
27601794,"13-07-18","0-20 cm",5.7,6.55,4.08,"13.9","",NA,NA,"< LOD","1.1","111.7",NA,NA,199,"PT","PT1","PT18","PT184",37.5868922,-7.716184921,"D20","U420"
27601844,"11-08-18","0-20 cm",5.8,6.55,7.63,"10.1","",NA,NA,"24.9","1.1","172.7",1,3.6,244,"PT","PT1","PT18","PT184",38.02698388,-7.833129722,"E30","U112"
27601942,"21-06-18","0-20 cm",6.7,6.96,26.5,"24.4","","2",NA,"14.2","2","166.8",NA,NA,201,"PT","PT1","PT18","PT187",38.88818492,-8.068669507,"C10","U120"
27602032,"04-07-18","0-20 cm",4.1,4.64,10.02,"22","","3",NA,"< LOD","1.8","100.5",NA,NA,333,"PT","PT1","PT16","PT16I",39.67747911,-8.292652508,"C22","U120"
27602150,"23-05-18","0-20 cm",5.7,6.34,29.41,"47.2","",NA,NA,"< LOD","4.1","278.1",NA,NA,50,"PT","PT1","PT16","PT16D",40.71000579,-8.598018758,"E20","U111"
27622062,"09-07-18","0-20 cm",4,4.98,4.01,"49.7","","1",NA,"< LOD","2.1","74.4",NA,NA,419,"PT","PT1","PT16","PT16F",39.94458503,-8.346205058,"C10","U120"
27641752,"05-06-18","0-20 cm",4.8,5.7,4.94,"25.7","22.8",NA,NA,"< LOD","2.6","176.7",NA,NA,222,"PT","PT1","PT15","PT150",37.22513623,-7.575663712,"C10","U120"
27641832,"11-08-18","0-20 cm",7.4,8.12,17.3,"8.2","","35",NA,"10","1","291.3",NA,NA,234,"PT","PT1","PT18","PT184",37.92979423,-7.760527221,"B81","U111"
27641896,"04-07-18","0-20 cm",4.5,4.92,13.05,"8","10.4",NA,NA,"< LOD","0.9","55",1.6,1.4,278,"PT","PT1","PT18","PT187",38.49264562,-7.912367462,"B55","U111"
27641914,"20-06-18","0-20 cm",5.6,6.38,5.78,"15.4","",NA,NA,"< LOD","1.6","85.5",NA,NA,353,"PT","PT1","PT18","PT187",38.65080775,-7.955721568,"E20","U111"
27642102,"31-05-18","0-20 cm",7.1,7.9,20.87,"11","","702",NA,"< LOD","1.6","163.7",0.8,0.9,110,"PT","PT1","PT16","PT16E",40.29906157,-8.426326777,"B81","U111"
27642156,"23-05-18","0-20 cm",3.6,4.52,3.09,"10.2","","1",NA,"< LOD","0.4","24.7",NA,NA,80,"PT","PT1","PT16","PT16D",40.77126112,-8.567768327,"C10","U120"
27661882,"29-06-18","0-20 cm",5.3,5.74,5.74,"26.5","14.8",NA,NA,"< LOD","1.8","136.9",NA,NA,379,"PT","PT1","PT18","PT187",38.37380684,-7.856539308,"C10","U120"
27661936,"23-05-18","0-20 cm",5.7,6.21,11.61,"9","","2",NA,"< LOD","0.9","153.1",NA,NA,226,"PT","PT1","PT18","PT187",38.84828741,-7.986650198,"C10","U120"
27662020,"28-06-18","0-20 cm",3.4,4.33,5.14,"80.4","","1",NA,"< LOD","2.8","72.5",NA,NA,320,"PT","PT1","PT16","PT16I",39.58527342,-8.194301332,"C10","U120"
27681762,"04-06-18","0-20 cm",5.4,6.27,4.26,"16.2","",NA,NA,"< LOD","1.6","188.2",NA,NA,158,"PT","PT1","PT15","PT150",37.32156629,-7.554494274,"B84","U111"
