"POINTID","Elev","Soil_Stones","pH_CaCl2_2018","pH_H2O","EC_2018","OC_2018","CaCO3_2018","P_2018","N_2018","K_2018","Ox_Al","Ox_Fe","LC_0","LC_2018","LU_2018","BDsample_0","coarse_mas","geometry"
55181826,136,"1",7.3,7.71,18.84,21.3,30,16.9,1.8,547.8,NA,NA,"C","C22","U120",0.7695,0.49,c(23.72273119, 38.54634044)
55182166,1398,"1",4.1,4.89,4.68,26.3,NA,NA,1.6,96.7,NA,NA,"C","C21","U120",1.0275,0.15,c(24.39220611, 41.56508306)
55182378,157,"1",6.9,7.59,13.83,16.2,1,14.6,1.6,222.8,NA,NA,"B","B31","U111",1.3335,0,c(24.85671963, 43.43889057)
55182486,150,"2",5.2,5.76,6.82,28.7,NA,10,2.4,202.7,NA,NA,"E","E20","U111",1.3455,0.22,c(25.10897482, 44.3910309)
55202844,478,"1",5.3,5.97,16.22,36,NA,NA,3.3,265.3,NA,NA,"E","E20","U111",0.9345,0.58,c(26.05685965, 47.53165626)
55222716,706,"1",5.2,5.96,8.82,27.4,NA,NA,2.5,134,NA,NA,"E","E20","U111",1.0635,0.53,c(25.73615368, 46.40572192)
55242862,441,"3",4.9,5.59,19.98,24.5,NA,31.7,2.5,122.5,NA,NA,"E","E20","U111",1.1705,0.27,c(26.1593321, 47.68146262)
55262344,416,"1",7.4,7.99,14.62,22.1,33,NA,2.4,260.8,NA,NA,"E","E10","U420",1.25,0.02,c(24.87618287, 43.12461385)
55282244,189,"1",4.8,5.82,4.38,6.7,NA,13.1,0.8,95.7,NA,NA,"B","B31","U111",1.3855,0,c(24.67768368, 42.23779822)
55282384,51,"1",7.5,8.22,22.2,17.2,64,11.5,2.1,299.7,1,1.4,"B","B31","U111",1.285,0,c(24.99191152, 43.47395437)
55302512,179,"1",5.7,6.56,6.65,19.8,NA,NA,2.2,317.1,NA,NA,"B","B16","U111",1.494,0.26,c(25.31986711, 44.59804117)
55302552,318,"1",5.9,6.57,6.4,17.4,NA,15.6,1.8,151.5,NA,NA,"E","E30","U111",1.8175,0.05,c(25.41806956, 44.9499651)
55321790,523,"1",7.2,7.78,19.42,48,7,24.4,3.4,575.3,NA,NA,"C","C22","U120",0.9905,0.43,c(23.8137722, 38.20296614)
55342340,352,"1",5.9,6.46,6.86,26.1,NA,21,2.6,292.8,NA,NA,"E","E10","U120",1.319,0,c(24.9636476, 43.07503788)
55362112,555,"1",6.6,6.71,39,85.8,12,14,6.9,305.2,NA,NA,"E","E20","U120",0.7085,0.07,c(24.49043645, 41.05594823)
55362180,1409,"2",5.5,6.03,9.46,22,NA,15,2.2,323,NA,NA,"E","E20","U111",1.0055,0.14,c(24.63413291, 41.6578542)
55362256,206,"1",4.8,5.52,10.15,10.1,NA,20.6,1.2,80.3,NA,NA,"B","B31","U111",1.287,0,c(24.79932417, 42.32977615)
55362364,79,"1",5.9,6.7,6.3,17.9,NA,NA,2.2,175.7,1.2,2.8,"B","B31","U111",1.353,0.02,c(25.04278572, 43.28317823)
55382214,1204,"1",4.9,5.56,7.13,35,NA,NA,2,142.5,NA,NA,"C","C32","U120",1.0605,0.06,c(24.7311271, 41.95504344)
55382340,396,"1",7,7.53,12.29,23.5,4,31.5,2.6,299.5,NA,NA,"B","B11","U111",1.2535,0,c(25.01189622, 43.06786833)
55382538,239,"1",4.6,5.15,5.19,17.3,NA,4.8,1.6,100.1,NA,NA,"E","E20","U111",1.409,0,c(25.48282891, 44.81198742)
55402180,1552,"1",4.2,4.88,6.39,36.1,1,NA,3,88,NA,NA,"C","C31","U120",0.955,0.09,c(24.68131506, 41.65086676)
55402270,303,"1",6.6,6.72,28.4,32.4,NA,21.8,3,224.6,NA,NA,"C","C10","U420",1.015,0.18,c(24.87806902, 42.4463653)
55441760,96,"1",7.6,8.25,12.12,12.8,11,NA,1.3,394.2,NA,NA,"B","B81","U111",1.262,0.05,c(23.89288587, 37.91611816)
55442260,212,"2",5.3,5.95,5.98,15.2,1,38.9,1.3,322.9,NA,NA,"B","B31","U111",1.313,0.06,c(24.90355648, 42.35092956)
55442506,139,"1",5.2,5.92,5.62,15.6,NA,16.1,1.5,157.9,NA,NA,"B","B55","U111",1.441,0.07,c(25.47822731, 44.51936946)
55461754,206,"2",7.5,8.23,14.36,21.4,70,NA,2.1,293,NA,NA,"C","C10","U420",1.1015,0.16,c(23.90419194, 37.85938789)
55462186,1689,"1",4,4.8,6.75,72.6,2,15.2,5.8,145.5,NA,NA,"C","C21","U120",0.8275,0.13,c(24.76503021, 41.6934033)
55462240,157,"1",5,5.9,6.03,9.4,NA,NA,1.1,107.3,0.7,2.3,"B","B11","U111",1.3915,0,c(24.88304929, 42.17070007)
55462330,252,"1",5,5.88,4.88,31.4,NA,NA,3,211,NA,NA,"C","C10","U120",1.2855,0,c(25.08542561, 42.96525018)
55482170,1024,"1",4.3,5.02,6.64,20.8,NA,NA,1.2,77.4,NA,NA,"C","C33","U120",0.898,0,c(24.75408678, 41.54838718)
55482182,1270,"3",4.5,5.35,5.33,21.7,1,34.8,1.9,78.3,NA,NA,"E","E20","U111",1.287,0.09,c(24.77997389, 41.65451111)
55502248,166,"2",5.4,6.09,8.71,8,NA,11.8,0.9,97.3,0.5,1.6,"B","B11","U111",1.4225,0,c(24.94834873, 42.23425023)
55562340,305,"1",5.7,6.22,8.42,36.2,NA,NA,3.5,301.2,NA,NA,"D","D10","U420",1.1885,0,c(25.22888582, 43.03532376)
55562362,161,"1",6.2,6.89,6.64,17.1,NA,NA,1.6,287.5,1.3,1.3,"B","B31","U111",1.3245,0,c(25.28004631, 43.22926689)
55582576,375,"1",7.1,7.31,23.41,39.2,28,12.6,3.1,149.9,NA,NA,"E","E30","U120",1.0575,0.41,c(25.82713266, 45.10832985)
55582684,602,"1",5.2,5.58,17.61,11.9,NA,52.1,1.3,415,NA,NA,"B","B11","U111",1.015,0.01,c(26.1090529, 46.05595937)
55582810,377,"1",7.1,8.1,13.28,10.3,48,NA,1,151.3,NA,NA,"E","E10","U111",1.2855,0.16,c(26.45459978, 47.1593769)
55602298,520,"1",4.1,4.85,7.2,14.8,NA,23.9,1.7,105.7,1.3,2.1,"B","B17","U111",1.291,0.22,c(25.18036219, 42.65763042)
55602316,552,"2",5.9,6.4,10.14,16.6,NA,NA,1.7,64.3,NA,NA,"C","C10","U120",1.362,0,c(25.2216134, 42.81640441)
55602550,198,"1",5,6.07,5.41,16.6,NA,NA,1.7,132,NA,NA,"E","E30","U112",1.222,0.12,c(25.78596803, 44.87615434)
55602654,539,"1",5.9,6.27,11.83,60.9,NA,14.1,5.5,288.9,NA,NA,"E","E20","U111",1.192,0.36,c(26.05468546, 45.78903661)
55622188,1027,"1",4.4,5.14,5.54,14.9,NA,NA,0.7,85.3,NA,NA,"C","C22","U120",1.086,0.08,c(24.95813911, 41.68274569)
55622354,249,"1",7.2,7.72,13.92,16.1,8,18.1,1.8,273.5,NA,NA,"B","B31","U111",1.3235,0.07,c(25.33381599, 43.14777308)
55622372,157,"1",6.2,6.93,6.28,19.7,NA,NA,1.8,245.1,NA,NA,"B","B11","U111",1.2285,0,c(25.37606112, 43.30638776)
55622854,375,"2",5.5,6.08,11.55,21.4,NA,NA,2.4,147.9,NA,NA,"E","E20","U111",1.211,0.55,c(26.63175393, 47.53611583)
55642142,739,"1",4.4,5.2,5.02,6.2,NA,20.9,0.7,152.2,NA,NA,"E","E30","U112",1.1165,0.12,c(24.88174095, 41.27251186)
55642492,115,"1",5.5,5.88,13.03,18.1,NA,34.3,1.9,285.5,NA,NA,"B","B11","U111",0.973,0.01,c(25.69028803, 44.35884603)
55681492,82,"1",7.5,8.1,17.76,20.9,515,25.4,2.4,411.2,0.6,0.7,"B","B81","U111",0.997,0.03,c(23.68351798, 35.48499139)
55681794,18,"1",7.4,8.08,13.41,4.7,89,21.5,0.6,72.6,NA,NA,"G","G21","U420",1.488,0.09,c(24.22465139, 38.17890948)
55682392,101,"1",7.3,7.91,13.64,18.6,2,32.9,1.8,282.2,NA,NA,"B","B11","U111",1.4915,0,c(25.49615236, 43.47146865)
55702376,130,"1",7.5,8.13,20.4,34.7,57,NA,3.6,422.8,NA,NA,"E","E10","U420",1.252,0,c(25.48232171, 43.32685644)
55722274,462,"1",4.7,5.46,4.59,18.1,NA,NA,1.5,84.5,NA,NA,"C","C10","U120",1.141,0,c(25.26899955, 42.42408623)
55742250,173,"1",6.8,7.21,11.01,18.6,1,12.5,1.4,484.2,NA,NA,"B","B11","U111",1.2195,0,c(25.23827081, 42.20868422)
55742290,413,"3",4.2,5.07,4.37,6.1,NA,35.5,0.7,59.8,0.9,2,"B","B31","U111",1.406,0.01,c(25.32953204, 42.5615595)
55742358,101,"1",6.9,7.4,12.82,25,NA,NA,2.5,328.3,NA,NA,"D","D10","U420",1.1735,0.22,c(25.48803848, 43.1609014)
55742898,195,"1",7.3,8.16,28.03,22.9,75,NA,2.3,625.5,NA,NA,"B","B11","U111",1.1815,0.67,c(26.91674374, 47.89607404)
55802164,457,"1",5.8,6.35,6.06,12,NA,NA,1.3,110.2,NA,NA,"E","E20","U111",1.2535,0.01,c(25.11733179, 41.43841624)
55802236,139,"1",7,7.47,22.5,31.1,6,NA,2.8,405.5,1,1.3,"B","B11","U111",1.041,0.17,c(25.27784314, 42.07421376)
55802584,371,"1",7.1,7.58,18.38,25.9,69,NA,2.3,545.6,NA,NA,"E","E20","U111",1.288,0.75,c(26.12198631, 45.13631722)
55822214,603,"1",4.5,5.12,5.21,28.6,NA,NA,2.3,169,NA,NA,"C","C10","U120",1.025,0.07,c(25.25196604, 41.8763915)
55822496,78,"1",6.5,6.98,13.26,21.3,1,37.8,2.1,249.5,NA,NA,"E","E10","U420",1.3955,0.15,c(25.92177242, 44.35987751)
55822888,90,"1",7.1,7.55,24.44,31.8,12,NA,3.3,621.8,NA,NA,"E","E20","U111",0.768,0.59,c(26.99169811, 47.79238325)
55842354,393,"1",5.8,6.21,8.34,28.4,3,44.4,2.8,404.7,NA,NA,"E","E20","U111",1.3715,0.23,c(25.59917061, 43.10708521)
55842368,106,"1",6.4,6.92,7.36,16.9,NA,28.2,1.7,304.5,1.5,1.4,"B","B11","U111",1.341,0,c(25.63252694, 43.2303569)
55862392,139,"1",6.5,7.27,6.44,16.6,NA,NA,1.5,216.2,NA,NA,"B","B41","U111",1.2305,0,c(25.71438302, 43.4378538)
55882170,760,"1",4.9,5.66,6.54,27,NA,NA,1.5,4679.6,NA,NA,"C","C32","U120",0.898,0.11,c(25.22455226, 41.47696852)
55902418,144,"1",7.5,8.28,15.24,17.7,45,NA,1.7,160.7,NA,NA,"B","B32","U111",1.327,0,c(25.82616884, 43.65903144)
55922848,109,"1",6.8,7.46,12.46,37.7,1,NA,3.7,565.1,NA,NA,"E","E20","U111",1.3875,0.4,c(27.00388797, 47.42271139)
55942572,215,"2",6.5,7.37,29.71,24.4,NA,12,2.3,115.5,NA,NA,"E","E20","U111",1.311,0.29,c(26.26496264, 45.00381934)
55962232,178,"1",6.8,6.91,20.1,12.2,4,33.9,1.2,197.6,NA,NA,"B","B31","U111",1.287,0.04,c(25.45839232, 42.00959915)
55982786,182,"1",5.2,5.72,13.04,21,1,19.2,2.2,217.7,NA,NA,"B","B51","U111",0.95,0.09,c(26.90148576, 46.86900982)
56002258,191,"1",7.4,8.01,16.43,20.7,89,14.6,1.9,647.6,NA,NA,"B","B11","U111",1.1495,0.01,c(25.5656032, 42.23147087)
56002286,541,"2",5.1,5.79,4.78,9.1,1,3.1,0.9,94.7,NA,NA,"E","E10","U420",1.132,0.15,c(25.63073472, 42.47824641)
56022164,301,"1",6.4,6.99,7.05,9.8,NA,41.5,1.2,107,0.8,1.6,"B","B36","U111",1.223,0.04,c(25.37557368, 41.39847669)
56022218,260,"1",7.3,7.99,13.89,13.2,10,27.3,1.2,329.2,NA,NA,"B","B31","U111",1.2235,0.06,c(25.49743075, 41.87503547)
56022776,171,"1",7.3,7.44,44.6,22,18,7.3,2.7,388.6,NA,NA,"E","E30","U111",0.968,0.48,c(26.92412693, 46.77348565)
56042230,178,"1",6.7,7.31,7.44,19.6,NA,29.8,1.4,254.4,NA,NA,"B","B31","U111",1.1995,0.02,c(25.54853379, 41.97717212)
56042258,170,"1",7.3,7.94,13.91,16.1,8,19.5,1.3,316.5,NA,NA,"B","B11","U111",1.1805,0.04,c(25.61313322, 42.22403196)
56062152,495,"3",4,4.64,3.83,10.8,NA,NA,0.6,87.3,NA,NA,"C","C32","U120",1.056,0.3,c(25.39568635, 41.28519513)
56062830,130,"1",5.3,5.8,8.44,15.3,NA,NA,1.4,107.8,NA,NA,"E","E10","U111",1.3295,0.11,c(27.13222127, 47.23674346)
56082364,103,"3",7.5,8.16,12.91,10.4,46,NA,1.5,97.3,NA,NA,"B","B16","U111",1.3725,0,c(25.91248879, 43.14989009)
56102260,179,"1",7.3,7.98,14.28,22.3,4,NA,1.6,383,NA,NA,"B","B31","U111",1.1555,0.24,c(25.68906995, 42.23045615)
56102380,352,"1",3.7,4.47,6.65,20.9,NA,17,1.6,110,NA,NA,"C","C10","U120",1.086,0,c(25.97559487, 43.28680096)
56122710,238,"2",4.2,4.83,13.22,22.7,1,12.2,2.2,213.9,NA,NA,"C","C10","U120",1.148,0.21,c(26.86456138, 46.17633093)
56142132,111,"1",7.3,8.21,15.02,11.4,12,NA,1.2,291.3,NA,NA,"E","E30","U112",1.249,0.18,c(25.44469365, 41.09391037)
56142406,176,"1",6.7,7.23,10.06,14.7,2,44.9,1.7,263.8,NA,NA,"B","B16","U111",1.3115,0,c(26.08799621, 43.50769651)
56142736,131,"1",7.4,7.6,25.8,20.7,11,38.4,2.7,378.6,NA,NA,"B","B16","U111",0.9495,0.57,c(26.9633072, 46.39949465)
56142844,82,"1",7.5,8.17,22.69,23.5,62,NA,2.2,326.1,NA,NA,"E","E20","U111",1.1025,0.52,c(27.27700975, 47.34224472)
56162224,207,"1",7.2,7.8,16.74,27,214,NA,2.6,247,NA,NA,"B","B31","U111",1.456,0.01,c(25.67665034, 41.90193579)
56162386,349,"2",4.7,5.49,5.98,25.9,NA,14.2,2.1,284.2,NA,NA,"C","C10","U420",1.228,0.7,c(26.06281533, 43.32805915)
56182214,186,"1",6.1,6.49,8.05,8.2,1,52,1,496.3,NA,NA,"B","B11","U111",1.39,0.03,c(25.67721502, 41.81003725)
56202206,303,"2",4,4.85,7.16,31.1,NA,NA,2.2,182.9,NA,NA,"C","C10","U120",0.9195,0,c(25.6823985, 41.73576504)
56202314,338,"2",5.4,5.85,8.8,41.9,1,16.5,3.9,152,NA,NA,"E","E10","U420",1.0775,0.05,c(25.93598068, 42.68712519)
56202386,339,"1",6.8,7.18,21.9,34.3,2,NA,3.6,411.2,NA,NA,"E","E10","U111",1.1205,0.6,c(26.11115575, 43.32036323)
56202746,222,"1",5.7,6.32,7.35,19.9,NA,21.9,2,379,NA,NA,"E","E20","U111",1.2505,0.73,c(27.06819547, 46.47454551)
56222438,177,"1",5.3,6.28,4.57,18,NA,15.4,1.5,204.5,NA,NA,"B","B31","U111",1.292,0,c(26.26519026, 43.77331253)
56222748,182,"1",5.5,6,13,36.8,NA,11.8,3.8,203,NA,NA,"E","E20","U111",1.154,0.12,c(27.09940407, 46.48789321)
56242578,77,"1",7,7.51,15.45,15.8,15,19.5,1.6,281.6,NA,NA,"E","E20","U111",1.4455,0.57,c(26.65358547, 44.99710075)
56282268,113,"1",5.8,6.51,8.79,10.4,NA,13.9,1,196.9,NA,NA,"B","B11","U111",1.365,0,c(25.92173073, 42.26698792)
56282430,249,"1",5.4,6.39,4.91,13.5,NA,10.1,1.4,210,NA,NA,"B","B16","U111",1.345,0,c(26.31796644, 43.69136838)
56282802,165,"1",6.6,7.06,9.68,20.9,NA,NA,2.4,195.7,NA,NA,"E","E20","U111",1.027,0.2,c(27.3331484, 46.94670144)
56302220,188,"1",6,6.59,5.83,6.8,1,NA,0.7,141.8,NA,NA,"B","B32","U111",1.382,0.03,c(25.83272977, 41.84039407)
56302252,154,"1",5.7,6.38,7.2,17.1,NA,70.1,1.4,387.4,NA,NA,"B","B11","U111",1.2095,0,c(25.90766917, 42.1222958)
56302302,317,"1",6.4,7.06,5.39,16.7,NA,17.3,1.7,228,NA,NA,"B","B11","U111",1.389,0,c(26.02666457, 42.56244705)
56302450,148,"3",5.8,6.51,7.58,14.9,NA,NA,1.5,301.1,NA,NA,"B","B11","U111",1.364,0,c(26.39306351, 43.86301188)
56302764,288,"1",4.6,5.02,31.2,34.6,NA,21.5,2.8,195,NA,NA,"C","C21","U120",0.898,0.26,c(27.24759614, 46.61100652)
56322406,185,"1",7.6,8.33,15.1,18.1,194,NA,1.8,296.7,0.7,0.8,"B","B11","U111",1.316,0.02,c(26.3060788, 43.47281504)
56342170,594,"1",4.6,5.38,4.53,14.9,NA,12.7,0.9,118.8,NA,NA,"C","C22","U120",0.979,0.27,c(25.76438587, 41.39210672)
56342242,133,"1",4.9,5.71,9.23,12.3,NA,NA,1.3,141.8,NA,NA,"E","E20","U111",1.512,0.01,c(25.93149805, 42.02663288)
56362700,168,"1",6.2,6.78,8.6,13.4,NA,33.2,1.5,362.5,NA,NA,"E","E30","U112",1.484,0,c(27.14008811, 46.03980577)
56382434,245,"1",5.9,6.63,7.38,15.6,NA,51,1.5,257.9,1.1,2.2,"B","B11","U111",1.36,0.03,c(26.44964426, 43.70686915)
56382624,333,"1",7.2,7.85,15.52,19.6,14,NA,1.8,287.4,NA,NA,"E","E20","U111",1.0235,0.1,c(26.95280216, 45.37143953)
56402240,287,"1",5.3,5.98,5.81,9.9,1,3.3,1,131.3,NA,NA,"E","E10","U111",1.577,0.16,c(25.99777612, 41.99760156)
56422776,341,"1",6,6.47,10.9,29.5,NA,NA,2.6,208.1,NA,NA,"E","E10","U111",1.307,0,c(27.43591195, 46.69059744)
56442750,253,"1",5.8,6.49,6.93,28.8,1,NA,2.6,445.6,NA,NA,"E","E30","U111",1.3265,0,c(27.38529499, 46.45963025)
56462260,266,"1",5,5.94,5.32,19.1,NA,13.8,1.6,232.8,1.2,2.6,"B","B53","U111",1.239,0.01,c(26.1163475, 42.16217667)
56462398,218,"2",6.5,7.04,13.76,17.8,1,32.8,1.9,482.2,NA,NA,"B","B84","U111",1.432,0,c(26.45531121, 43.37514109)
56462592,62,"1",6.9,7.3,18.29,28.9,46,NA,2.8,474.8,NA,NA,"E","E20","U111",1.3005,0.54,c(26.96473171, 45.07523679)
56462736,192,"1",7.1,7.56,14.7,23.4,50,NA,2,235.5,NA,NA,"E","E10","U111",1.3935,0.02,c(27.3700199, 46.33330205)
56482194,380,"1",5.9,6.43,7.44,33.2,NA,11.4,3.1,263,NA,NA,"B","B74","U415",1.103,0,c(25.9841354, 41.57719471)
56482216,149,"1",5.5,6.44,5.76,6.6,NA,36.8,0.8,1227.9,NA,NA,"E","E30","U111",1.333,0.05,c(26.03566439, 41.77098344)
56482284,196,"1",6.3,6.75,10.28,22.4,1,22,1.9,480.2,NA,NA,"B","B11","U111",1.1175,0,c(26.19776703, 42.36948119)
56482666,55,"1",6.5,6.82,21.4,27.2,1,38.5,2.6,616.9,NA,NA,"B","B11","U111",0.9175,0.4,c(27.19509021, 45.71802225)
56502370,454,"1",5.1,6,5.04,16.6,NA,16.8,1.7,170.3,1.5,5.9,"B","B11","U111",1.3755,0.02,c(26.43317296, 43.12143097)
56502448,241,"1",4.7,5.27,15.24,13.6,NA,15.7,1.6,169.5,NA,NA,"B","B16","U111",1.4505,0,c(26.63147856, 43.80592646)
56502682,52,"1",7.3,7.74,18.73,9.9,27,1.6,1.3,259.8,NA,NA,"E","E30","U111",1.2375,0.28,c(27.26554218, 45.85361781)
56542136,737,"1",4.6,5.52,5.54,19.6,NA,16.6,1.3,91.4,NA,NA,"C","C10","U120",1.036,0.22,c(25.92032433, 41.05459275)
56562290,153,"1",7,7.32,13.1,20.6,9,4.6,2,728.7,NA,NA,"E","E10","U111",1.272,0.38,c(26.30749234, 42.40673506)
56562344,591,"1",6.3,6.75,9.02,35,NA,NA,2.7,245.6,NA,NA,"C","C22","U120",1.37,0.16,c(26.44037203, 42.88129532)
56562836,35,"1",6.3,6.88,11.22,20.4,NA,10.3,2.4,381,NA,NA,"B","B16","U111",1.025,0.49,c(27.79512981, 47.18359549)
56582460,139,"1",6,6.86,5.13,14.3,NA,25.5,1.4,286.5,NA,NA,"B","B31","U111",1.353,0,c(26.76003031, 43.89514033)
56582658,39,"1",7.2,7.87,16.47,15.6,64,NA,1.8,434.8,NA,NA,"B","B53","U111",1.1435,0,c(27.29798976, 45.62740757)
56602362,322,"1",5.9,6.48,7.72,26.2,NA,NA,2.6,156.6,NA,NA,"C","C10","U111",1.376,0,c(26.53336628, 43.03148863)
56602728,203,"2",5.2,5.81,10.55,20.5,NA,22.3,1.8,235.2,NA,NA,"B","B11","U111",1.254,0.27,c(27.52429537, 46.23409832)
56621496,151,"1",7.5,7.84,28.9,24.8,527,12.9,2.3,267.7,NA,NA,"B","B81","U111",1.283,0.03,c(24.70406169, 35.36399673)
56622184,252,"1",5.1,5.9,8.46,19.4,NA,NA,1.5,1069.5,NA,NA,"C","C10","U120",0.9265,0.09,c(26.12507891, 41.46234657)
56622210,154,"1",6.4,6.61,6.99,13.6,1,16.5,1.2,293.7,NA,NA,"B","B31","U111",0.8655,0.19,c(26.18636175, 41.69128655)
56622264,205,"1",4.9,5.95,3.02,6.1,NA,NA,0.7,87.8,NA,NA,"E","E20","U111",1.3265,0.06,c(26.31564422, 42.16643047)
56622714,130,"1",5.9,6.29,19.66,26.6,NA,21.4,2.4,363.6,1.8,5.6,"B","B16","U111",1.1365,0.27,c(27.50885674, 46.10777865)
56642224,150,"1",6.8,7.39,8.47,11.3,NA,NA,1.3,166.9,NA,NA,"B","B82","U111",1.3,0.08,c(26.24319409, 41.81064966)
56642422,376,"1",4.9,5.5,8.93,10,1,15.3,1.1,249.7,NA,NA,"B","B11","U111",1.499,0,c(26.73434374, 43.54998228)
56662180,98,"1",5.5,6.16,8.88,4.9,NA,13.2,0.6,113.2,0.6,2,"E","E30","U112",1.1475,0.11,c(26.16257764, 41.41943187)
56662230,218,"1",7.4,8.19,12.38,6.8,6,32.9,0.8,309.9,NA,NA,"E","E10","U111",1.221,0.04,c(26.28111411, 41.85957244)
56662338,405,"1",5.6,6.1,6.01,23.6,NA,NA,2.2,138.2,NA,NA,"C","C10","U420",1.1635,0,c(26.54521019, 42.80890309)
56662432,306,"1",5,5.52,18.56,13.9,NA,42.2,1.4,199.9,NA,NA,"B","B31","U111",1.397,0.13,c(26.78444902, 43.633647)
56662656,24,"1",7,7.6,26.35,31.4,48,26.3,3.7,1753.4,NA,NA,"E","E20","U111",0.9435,0.14,c(27.39258029, 45.59326055)
56682466,143,"1",5.1,5.81,10.34,16,NA,31.1,1.6,253.9,1,1.4,"B","B11","U111",1.3465,0,c(26.89759763, 43.92756555)
56702146,368,"1",5,5.37,5.44,53.7,NA,NA,1.8,104,NA,NA,"C","C32","U120",0.996,0.22,c(26.12992704, 41.1122436)
56702444,239,"2",4.8,5.79,4.81,16.2,NA,14.7,1.5,205.6,NA,NA,"B","B31","U111",1.346,0,c(26.86423439, 43.73077002)
56722276,173,"1",7.1,7.76,13.06,16.3,23,14.1,1.5,500.9,NA,NA,"D","D10","U420",1.241,0,c(26.46343428, 42.25239206)
56722646,19,"1",7.4,7.64,23.7,17.3,23,6.2,2,505.6,NA,NA,"B","B16","U111",1.084,0.52,c(27.43926039, 45.49340137)
56722766,91,"1",6,6.42,9.36,9.1,NA,25.3,1,162.3,NA,NA,"B","B23","U111",1.38,0,c(27.78886039, 46.53975564)
56742272,119,"1",5.1,6.27,5.11,12.2,NA,14.5,1.1,219.2,NA,NA,"B","B31","U111",1.336,0,c(26.47736998, 42.21330666)
56742462,182,"2",7.5,8.03,14.64,18.8,7,114,1.9,648.7,NA,NA,"E","E30","U420",1.241,0,c(26.96013581, 43.88036754)
56762132,210,"1",6.6,6.9,13.42,17.9,1,19.9,1.6,279.6,NA,NA,"C","C10","U120",0.888,0.13,c(26.16731644, 40.9773647)
56762654,15,"1",7.4,7.77,21.5,10.8,53,5.6,1.1,277.5,NA,NA,"B","B82","U111",1.181,0.08,c(27.51209359, 45.55482364)
56762744,72,"1",7.3,7.84,16.89,3.7,31,12.3,0.8,142.7,NA,NA,"E","E20","U111",1.2705,0,c(27.77418588, 46.33955074)
56782152,101,"1",4.6,5.6,3.04,6.5,NA,NA,0.6,125.8,NA,NA,"E","E30","U112",1.0215,0.24,c(26.23722761, 41.14970164)
56782386,101,"1",7.4,7.58,37.2,16.1,242,5.1,2.1,250.6,NA,NA,"B","B16","U111",1.3625,0,c(26.81081132, 43.20621876)
56782776,205,"1",5.9,6.19,8.41,36.7,NA,NA,3.2,289.1,NA,NA,"E","E10","U111",1.229,0,c(27.89527484, 46.61393136)
56802166,118,"1",5.5,5.95,4.98,15.8,NA,16.3,1.2,63.4,NA,NA,"C","C10","U120",1.201,0.13,c(26.29346392, 41.26911755)
56802234,176,"1",5.6,6.46,4.18,12.2,NA,NA,1,201.6,NA,NA,"B","B31","U111",1.2415,0,c(26.4558601, 41.86745603)
56822416,364,"1",7.4,8.08,15.44,25.7,213,NA,2.5,252.8,NA,NA,"E","E20","U111",1.296,0,c(26.93662051, 43.46114191)
56822578,50,"1",7.1,7.58,21.92,17.7,3,NA,1.8,195.2,1.2,0.7,"B","B11","U111",1.302,0,c(27.37252139, 44.87864702)
56842706,244,"1",5.4,6.16,4.16,9.1,NA,9.6,0.9,57.9,NA,NA,"B","B16","U111",1.3635,0.01,c(27.76318817, 45.99133326)
56842716,266,"2",5.2,6.34,6.89,10.2,NA,NA,1,170.3,1.2,2.9,"B","B16","U111",1.311,0,c(27.7926043, 46.07847345)
56861470,382,"2",7.5,8.17,14.48,12.6,389,NA,1.4,172.4,0.5,0.4,"B","B81","U111",0.8195,0.2,c(24.9145403, 35.09032412)
56862330,399,"1",5.1,5.85,5.68,22.6,NA,NA,2.2,149.6,NA,NA,"C","C10","U120",1.2845,0,c(26.76427123, 42.69890696)
56862420,435,"1",5.5,6.32,6.38,16.1,NA,NA,1.6,231.7,NA,NA,"B","B31","U111",1.298,0,c(26.99542386, 43.48807524)
56862730,267,"1",5.5,6.19,4.21,10.7,NA,NA,1,162.5,NA,NA,"E","E20","U111",1.3295,0.05,c(27.85929291, 46.19614474)
56882134,144,"1",6.1,6.5,8.35,20.2,NA,31.8,1.8,423.8,NA,NA,"C","C10","U120",0.744,0.21,c(26.31158228, 40.97181653)
56901488,420,"1",7.5,7.93,16.05,14.8,509,19,1.9,275.3,NA,NA,"C","C10","U420",0.7935,0.2,c(24.99052534, 35.24383507)
56922206,75,"2",7.4,7.69,22.5,8.5,9,21,1.1,453,NA,NA,"B","B43","U111",1.1165,0.13,c(26.52940511, 41.59765839)
56922404,221,"1",7.5,8.08,16.93,21.6,58,22.4,2.1,330.1,0.4,0.5,"B","B31","U111",1.1755,0,c(27.0261076, 43.3356893)
56922416,432,"1",4.9,5.6,8.08,34.9,NA,18.5,3.1,185.6,NA,NA,"C","C10","U120",1.162,0,c(27.05748028, 43.44081756)
56942334,178,"1",5.5,6.4,4.29,11.3,NA,NA,1.2,215.4,1.2,1.5,"B","B11","U111",1.495,0,c(26.86994824, 42.71794527)
56962458,181,"1",7.4,8.01,12.43,11.7,5,NA,1.3,191,NA,NA,"B","B31","U111",1.1865,0,c(27.21708833, 43.80035005)
57022450,239,"1",7.3,7.94,13.65,16,3,NA,1.6,238.4,1.1,1.9,"B","B32","U111",1.2595,0,c(27.26855401, 43.71796373)
